"Track Name","Last Played Date","Is User Initiated"
"Mac Miller - Ladders",1666247632583,false
"Mac Miller - Ladders",1666247632583,true
"Mac Miller - Small Worlds",1666254513535,false
"Mac Miller - Small Worlds",1666254513535,true
"Mac Miller - Conversation, Pt. 1",1666248454728,false
"Mac Miller - Conversation, Pt. 1",1666248454728,true
"Mac Miller - Dunno",1666253309349,false
"Mac Miller - Dunno",1666253309349,true
"Mac Miller - Jet Fuel",1666240668791,false
"Mac Miller - Jet Fuel",1666240668791,true
"Mac Miller - 2009",1666246202353,false
"Mac Miller - 2009",1666246202353,true
"Mac Miller - So It Goes",1666241837237,false
"Mac Miller - So It Goes",1666241837237,true
"Childish Gambino - Summertime Magic",1664280927622,false
"Childish Gambino - Summertime Magic",1664280927622,true
"Imagine Dragons - Thunder",1663663586609,false
"Imagine Dragons - Thunder",1663663586609,true
"Kanye West - All Falls Down (feat. Syleena Johnson)",1659256902011,false
"Chance the Rapper - 65th & Ingleside",1664340153712,false
"Chance the Rapper - 65th & Ingleside",1664340153712,true
"10cc - Dreadlock Holiday",1666007385143,false
"10cc - Dreadlock Holiday",1666007385143,true
"Drake - God's Plan",1657186712195,false
"Ella Fitzgerald - Blue Skies",1656998345761,false
"Ella Fitzgerald - Blue Skies",1656998345761,true
"J. Cole - Album of the Year (Freestyle)",1666099263051,false
"J. Cole - Album of the Year (Freestyle)",1664278206800,true
"Calvin Harris, Sam Smith - Promises",1662797939608,false
"Calvin Harris, Sam Smith - Promises",1662797939608,true
"Louis Armstrong & Ella Fitzgerald - Summertime",1656478736215,false
"Louis Armstrong & Ella Fitzgerald - Summertime",1656478736215,true
"The Temptations - Ain't Too Proud To Beg",1665039304093,false
"The Temptations - Ain't Too Proud To Beg",1665039304093,true
"Stan Getz & Luiz Bonfá - Saudade Vem Correndo (feat. Maria Toledo)",1661679719676,false
"Stan Getz & Luiz Bonfá - Saudade Vem Correndo (feat. Maria Toledo)",1661679719676,true
"Bas - Icarus (feat. Ari Lennox)",1666251443232,false
"Bas - Icarus (feat. Ari Lennox)",1666251443232,true
"Bas - Front Desk",1662362943961,false
"Bas - Front Desk",1662362943961,true
"Bas & J. Cole - Tribe",1666623382161,false
"Bas & J. Cole - Tribe",1666623382161,true
"Bas & A$AP Ferg - Boca Raton",1664336999212,false
"Bas & A$AP Ferg - Boca Raton",1664336999212,true
"Bas - Fragrance (feat. Correy C)",1666241165454,false
"Bas - Fragrance (feat. Correy C)",1666241165454,true
"6LACK - Pretty Little Fears (feat. J. Cole)",1661946476573,false
"6LACK - Pretty Little Fears (feat. J. Cole)",1661946476573,true
"Silk City, Dua Lipa - Electricity (feat. Diplo & Mark Ronson)",1666720837475,false
"Silk City, Dua Lipa - Electricity (feat. Diplo & Mark Ronson)",1666720837475,true
"Wale - My Boy (feat. J. Cole) [Freestyle]",1661629334407,false
"Wale - My Boy (feat. J. Cole) [Freestyle]",1661629334407,true
"mgk - RAP DEVIL",1659873098701,false
"mgk - RAP DEVIL",1659873098701,true
"J. Cole - Lights Please",1659609320015,false
"J. Cole - Lights Please",1659609320015,true
"J. Cole - Sideline Story",1661071785694,false
"J. Cole - Nobody's Perfect (feat. Missy Elliott)",1659504324669,false
"J. Cole - Nobody's Perfect (feat. Missy Elliott)",1659504324669,true
"J. Cole - Work Out",1662550612805,false
"J. Cole - Work Out",1662550612805,true
"Anderson .Paak - Tints (feat. Kendrick Lamar)",1666621941990,false
"Anderson .Paak - Tints (feat. Kendrick Lamar)",1666621941990,true
"Anderson .Paak - Trippy (feat. J. Cole)",1666431324121,false
"Anderson .Paak - Trippy (feat. J. Cole)",1666431324121,true
